id,survey_year,job_title,job_category,experience_level,education_level,country,continent,currency,company_size,industry,employment_type,work_setting,base_salary_usd,annual_bonus_usd,stock_grant_usd,total_compensation_usd,job_satisfaction,years_at_company,primary_skills,ai_adoption_level,gender,salary_usd,seniority_name,seniority_code,seniority_id,ubicacion_id,work_setting_id,gender_id,tecnologia_principal,tecnologia_id,categoria_principal
92,2021,DevOps Engineer,Software Engineering,Lead (11-15 yrs),PhD,United States,North America,USD,Enterprise (10000+),Media & Entertainment,Full-time,Remote,343000,50800,0,393800,4.9,5,SQL; Spark; Go; Python; PyTorch,AI-First,Female,343000,Lead,4.0,4.0,5,1,2.0,SQL,9,Database
93,2024,AI Research Scientist,Machine Learning,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Consulting,Full-time,Hybrid,344400,6100,50700,401200,3.4,1,Python; Rust,Experimenting,Male,344400,Mid,2.0,2.0,5,2,1.0,Python,13,Backend
94,2025,Prompt Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,Canada,North America,CAD,Small (51-200),Finance & Banking,Contract,Remote,73700,1400,28800,103900,3.5,2,OpenCV; AWS,Significant,Male,73700,Junior,1.0,1.0,10,1,1.0,OpenCV,8,AI/ML
95,2023,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Master's,France,Europe,EUR,Startup (1-50),Finance & Banking,Full-time,Remote,136600,17100,21600,175300,4.0,0,SQL; Azure; GCP; Hugging Face,AI-First,Male,136600,Mid,2.0,2.0,1,1,1.0,SQL,9,Database
96,2022,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Telecommunications,Full-time,Remote,133200,0,0,133200,4.8,5,LangChain; Tableau,Significant,Male,133200,Mid,2.0,2.0,5,1,1.0,LangChain,21,AI/ML
97,2020,Engineering Manager,Management,Senior (6-10 yrs),PhD,United Kingdom,Europe,GBP,Enterprise (10000+),Consulting,Full-time,Hybrid,301400,26700,100600,428700,2.6,8,R; TensorFlow; JavaScript; Hugging Face; PyTorch,AI-First,Male,301400,Senior,3.0,3.0,6,2,1.0,R,16,Otra
98,2025,Engineering Manager,Management,Entry (0-2 yrs),PhD,Germany,Europe,EUR,Large (1001-10000),Technology,Full-time,Remote,185900,11300,39800,237000,3.9,1,Kubernetes; Hadoop; Kafka; Docker,AI-First,Male,185900,Junior,1.0,1.0,7,1,1.0,Kubernetes,15,Cloud
99,2025,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),Bachelor's,Australia,Oceania,AUD,Large (1001-10000),Technology,Full-time,Remote,134100,6400,0,140500,3.9,5,GCP; TensorFlow; PyTorch,Experimenting,Male,134100,Mid,2.0,2.0,2,1,1.0,GCP,12,Cloud
100,2022,Cloud Architect,Software Engineering,Mid (3-5 yrs),Bachelor's,India,Asia,INR,Large (1001-10000),Finance & Banking,Full-time,On-site,53000,2700,0,55700,3.0,3,Excel; Hugging Face; R; SQL,Significant,Male,53000,Mid,2.0,2.0,3,3,1.0,Excel,24,Data
101,2023,Database Administrator,Data Engineering,Executive (16+ yrs),Master's,Australia,Oceania,AUD,Startup (1-50),E-Commerce & Retail,Full-time,Remote,166800,6000,0,172800,3.0,2,Spark; Hadoop; Tableau; R,Significant,Female,166800,No especificado,0.0,0.0,2,1,2.0,Spark,14,Data
102,2025,Backend Developer,Software Engineering,Entry (0-2 yrs),Bachelor's,Germany,Europe,EUR,Startup (1-50),Finance & Banking,Part-time,Remote,41000,0,3700,44700,4.2,2,AWS; Azure; Hadoop,AI-First,Male,41000,Junior,1.0,1.0,7,1,1.0,AWS,18,Cloud
103,2024,Quantitative Analyst,Data Science,Executive (16+ yrs),Master's,Germany,Europe,EUR,Small (51-200),Education & Research,Contract,Remote,321500,33600,74600,429700,4.0,2,SQL; Hugging Face; dbt; PyTorch; Spark,Significant,Male,321500,No especificado,0.0,0.0,7,1,1.0,SQL,9,Database
104,2022,Software Engineer,Software Engineering,Senior (6-10 yrs),Master's,Brazil,South America,BRL,Enterprise (10000+),E-Commerce & Retail,Full-time,Hybrid,79300,7100,7700,94100,3.9,0,Go; Hugging Face; AWS,,Male,79300,Senior,3.0,3.0,4,2,1.0,Go,20,Backend
105,2022,Engineering Manager,Management,Lead (11-15 yrs),Master's,United States,North America,USD,Startup (1-50),Finance & Banking,Full-time,Remote,392100,60700,116200,569000,3.6,0,Scala; PyTorch,Significant,Male,392100,Lead,4.0,4.0,5,1,1.0,Scala,2,Otra
106,2024,Backend Developer,Software Engineering,Senior (6-10 yrs),Master's,United States,North America,USD,Large (1001-10000),E-Commerce & Retail,Full-time,Remote,214700,30600,0,245300,2.8,1,Azure; Scala,Partial,Male,214700,Senior,3.0,3.0,5,1,1.0,Azure,7,Cloud
107,2025,Computer Vision Engineer,Machine Learning,Lead (11-15 yrs),Bachelor's,United Kingdom,Europe,GBP,Enterprise (10000+),Energy & Utilities,Full-time,Hybrid,310100,29300,53300,392700,4.6,1,Power BI; GCP; SQL; Azure,Significant,Male,310100,Lead,4.0,4.0,6,2,1.0,Power BI,4,Data
108,2023,MLOps Engineer,Machine Learning,Senior (6-10 yrs),Master's,India,Asia,INR,Large (1001-10000),Energy & Utilities,Full-time,On-site,58900,8200,22500,89600,3.3,0,Excel; JavaScript; LangChain; Tableau,Partial,Female,58900,Senior,3.0,3.0,3,3,2.0,Excel,24,Data
109,2023,Generative AI Engineer,Machine Learning,Senior (6-10 yrs),Master's,Canada,North America,CAD,Medium (201-1000),Technology,Full-time,Remote,237400,31300,0,268700,3.7,8,Docker; Kubernetes; AWS,Partial,Male,237400,Senior,3.0,3.0,10,1,1.0,Docker,11,Cloud
110,2021,Quantitative Analyst,Data Science,Executive (16+ yrs),Master's,United Kingdom,Europe,GBP,Medium (201-1000),Finance & Banking,Full-time,Remote,309400,5400,84100,398900,3.8,0,Rust; Docker,Experimenting,Male,309400,No especificado,0.0,0.0,6,1,1.0,Rust,23,Backend
111,2022,Frontend Developer,Software Engineering,Mid (3-5 yrs),Master's,Brazil,South America,BRL,Enterprise (10000+),Education & Research,Full-time,On-site,36300,500,4100,40900,3.4,1,AWS; Azure; Docker,Partial,Male,36300,Mid,2.0,2.0,4,3,1.0,AWS,18,Cloud
112,2020,Frontend Developer,Software Engineering,Executive (16+ yrs),Bachelor's,Canada,North America,CAD,Small (51-200),Finance & Banking,Freelance,Hybrid,185100,11200,0,196300,4.0,0,TensorFlow; GCP; Python; Java; Kubernetes,Experimenting,Male,185100,No especificado,0.0,0.0,10,2,1.0,TensorFlow,25,AI/ML
113,2022,Frontend Developer,Software Engineering,Mid (3-5 yrs),Master's,United Kingdom,Europe,GBP,Large (1001-10000),Technology,Full-time,Remote,115700,3200,0,118900,2.8,1,OpenCV; Power BI; dbt; Java,Experimenting,Male,115700,Mid,2.0,2.0,6,1,1.0,OpenCV,8,AI/ML
114,2022,Full Stack Developer,Software Engineering,Mid (3-5 yrs),Master's,India,Asia,INR,Startup (1-50),E-Commerce & Retail,Full-time,Remote,24600,3200,0,27800,3.4,0,Azure; Docker; Scala; Power BI; PyTorch,AI-First,Male,24600,Mid,2.0,2.0,3,1,1.0,Azure,7,Cloud
115,2022,Prompt Engineer,Machine Learning,Mid (3-5 yrs),Master's,France,Europe,EUR,Medium (201-1000),Energy & Utilities,Full-time,Hybrid,106900,10500,0,117400,4.0,3,PyTorch; dbt; Java; Kubernetes,Significant,Female,106900,Mid,2.0,2.0,1,2,2.0,PyTorch,19,AI/ML
116,2024,Quantitative Analyst,Data Science,Senior (6-10 yrs),PhD,India,Asia,INR,Small (51-200),Consulting,Full-time,Hybrid,67900,5300,12200,85400,3.0,1,C++; Azure; Excel; Kafka; Power BI,Significant,Male,67900,Senior,3.0,3.0,3,2,1.0,C++,26,Backend
117,2024,Computer Vision Engineer,Machine Learning,Lead (11-15 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Technology,Full-time,Remote,234800,36300,49800,320900,4.4,5,Kafka; R; Airflow; Scala; Azure,Experimenting,Male,234800,Lead,4.0,4.0,5,1,1.0,Kafka,17,Data
118,2024,Product Manager (Tech),Management,Executive (16+ yrs),Master's,United Kingdom,Europe,GBP,Medium (201-1000),Healthcare & Pharma,Contract,Hybrid,310900,69400,0,380300,4.3,0,Power BI; AWS; JavaScript; Go,Experimenting,Male,310900,No especificado,0.0,0.0,6,2,1.0,Power BI,4,Data
119,2025,Software Engineer,Software Engineering,Senior (6-10 yrs),Master's,Netherlands,Europe,EUR,Large (1001-10000),Healthcare & Pharma,Freelance,Hybrid,258400,400,0,258800,3.2,1,Java; Tableau; dbt; GCP,Partial,Prefer not to say,258400,Senior,3.0,3.0,9,2,0.0,Java,27,Backend
120,2024,Analytics Engineer,Data Engineering,Mid (3-5 yrs),Bachelor's,Singapore,Asia,SGD,Small (51-200),Consulting,Full-time,Remote,105400,2500,9700,117600,3.1,5,OpenCV; GCP; Rust,AI-First,Female,105400,Mid,2.0,2.0,15,1,2.0,OpenCV,8,AI/ML
121,2021,Prompt Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,France,Europe,EUR,Startup (1-50),Education & Research,Full-time,Remote,70700,6000,23100,99800,2.9,1,Java; dbt; LangChain; Scala; Python,AI-First,Prefer not to say,70700,Mid,2.0,2.0,1,1,0.0,Java,27,Backend
122,2021,Generative AI Engineer,Machine Learning,Lead (11-15 yrs),PhD,South Korea,Asia,KRW,Medium (201-1000),Technology,Full-time,Remote,217000,34900,0,251900,4.2,1,Excel; Tableau,Experimenting,Female,217000,Lead,4.0,4.0,16,1,2.0,Excel,24,Data
123,2025,Machine Learning Engineer,Machine Learning,Entry (0-2 yrs),PhD,Saudi Arabia,Asia,SAR,Enterprise (10000+),Technology,Full-time,On-site,123100,2900,0,126000,4.1,2,R; Python; TensorFlow; Tableau,Significant,Non-binary,123100,Junior,1.0,1.0,11,3,3.0,R,16,Otra
124,2022,Cloud Architect,Software Engineering,Mid (3-5 yrs),PhD,Spain,Europe,EUR,Medium (201-1000),Education & Research,Full-time,Hybrid,82700,0,7100,89800,3.5,0,Kafka; Docker; Excel,Experimenting,Male,82700,Mid,2.0,2.0,17,2,1.0,Kafka,17,Data
125,2024,Software Engineer,Software Engineering,Senior (6-10 yrs),PhD,India,Asia,INR,Small (51-200),Energy & Utilities,Full-time,On-site,48500,3900,5600,58000,2.7,5,C++; Scala,Partial,Non-binary,48500,Senior,3.0,3.0,3,3,3.0,C++,26,Backend
126,2020,Frontend Developer,Software Engineering,Senior (6-10 yrs),Master's,United States,North America,USD,Enterprise (10000+),Finance & Banking,Full-time,Remote,214100,21800,0,235900,3.4,1,dbt; Java,Partial,Male,214100,Senior,3.0,3.0,5,1,1.0,dbt,6,Database
127,2024,Quantitative Analyst,Data Science,Senior (6-10 yrs),Bachelor's,Netherlands,Europe,EUR,Large (1001-10000),Education & Research,Part-time,Remote,98700,9500,0,108200,3.7,0,Kafka; Power BI; Spark; Kubernetes; Airflow,Partial,Male,98700,Senior,3.0,3.0,9,1,1.0,Kafka,17,Data
128,2023,Robotics Engineer,Machine Learning,Senior (6-10 yrs),Master's,Japan,Asia,JPY,Large (1001-10000),E-Commerce & Retail,Full-time,Hybrid,150800,18100,0,168900,3.1,6,R; OpenCV,Partial,Male,150800,Senior,3.0,3.0,8,2,1.0,R,16,Otra
129,2023,AI Research Scientist,Machine Learning,Lead (11-15 yrs),Master's,United States,North America,USD,Medium (201-1000),Consulting,Freelance,Remote,528600,87100,0,615700,4.4,0,Docker; Scala,Partial,Male,528600,Lead,4.0,4.0,5,1,1.0,Docker,11,Cloud
130,2020,Cloud Architect,Software Engineering,Mid (3-5 yrs),High School,Australia,Oceania,AUD,Startup (1-50),Technology,Full-time,Remote,93600,1800,21300,116700,2.3,0,GCP; R,AI-First,Male,93600,Mid,2.0,2.0,2,1,1.0,GCP,12,Cloud
131,2025,Machine Learning Engineer,Machine Learning,Entry (0-2 yrs),Master's,United States,North America,USD,Startup (1-50),E-Commerce & Retail,Full-time,On-site,107300,1500,0,108800,3.7,0,Hadoop; SQL; dbt; GCP; Scala,Significant,Male,107300,Junior,1.0,1.0,5,3,1.0,Hadoop,5,Data
132,2021,Engineering Manager,Management,Entry (0-2 yrs),Master's,United Kingdom,Europe,GBP,Enterprise (10000+),Energy & Utilities,Full-time,On-site,101600,16400,0,118000,2.3,0,GCP; Hadoop; OpenCV; Go; Docker,Partial,Male,101600,Junior,1.0,1.0,6,3,1.0,GCP,12,Cloud
133,2025,Database Administrator,Data Engineering,Entry (0-2 yrs),PhD,Netherlands,Europe,EUR,Large (1001-10000),E-Commerce & Retail,Full-time,Hybrid,69100,2400,5000,76500,2.8,2,Docker; Power BI,Significant,Female,69100,Junior,1.0,1.0,9,2,2.0,Docker,11,Cloud
134,2021,Machine Learning Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,Germany,Europe,EUR,Small (51-200),Media & Entertainment,Full-time,Hybrid,104000,7400,0,111400,4.4,1,Tableau; Power BI; LangChain; dbt,Significant,Male,104000,Mid,2.0,2.0,7,2,1.0,Tableau,3,Data
135,2025,Robotics Engineer,Machine Learning,Mid (3-5 yrs),Master's,Canada,North America,CAD,Small (51-200),E-Commerce & Retail,Full-time,Hybrid,97800,900,0,98700,3.3,0,R; Spark; Excel; dbt; Hadoop,Significant,Male,97800,Mid,2.0,2.0,10,2,1.0,R,16,Otra
136,2022,AI Research Scientist,Machine Learning,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Technology,Full-time,Hybrid,141300,7600,0,148900,3.4,2,GCP; Kubernetes,AI-First,Male,141300,Junior,1.0,1.0,5,2,1.0,GCP,12,Cloud
137,2021,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Finance & Banking,Contract,Remote,170200,9300,55900,235400,3.4,0,dbt; Power BI; R; SQL; JavaScript,Significant,Male,170200,Mid,2.0,2.0,5,1,1.0,dbt,6,Database
138,2024,NLP Engineer,Machine Learning,Lead (11-15 yrs),High School,Germany,Europe,EUR,Medium (201-1000),Government & Defense,Part-time,On-site,81000,9900,18900,109800,3.8,1,Go; Airflow; Power BI; JavaScript; Hadoop,AI-First,Male,81000,Lead,4.0,4.0,7,3,1.0,Go,20,Backend
139,2024,Frontend Developer,Software Engineering,Senior (6-10 yrs),PhD,Germany,Europe,EUR,Medium (201-1000),Finance & Banking,Contract,Remote,192400,26500,0,218900,3.7,1,JavaScript; Spark; PyTorch; Kubernetes,,Female,192400,Senior,3.0,3.0,7,1,2.0,JavaScript,1,Frontend
140,2024,Data Scientist,Data Science,Lead (11-15 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Finance & Banking,Full-time,Remote,375500,9500,0,385000,3.6,3,GCP; Excel; dbt; PyTorch; Rust,Significant,Male,375500,Lead,4.0,4.0,5,1,1.0,GCP,12,Cloud
141,2024,Database Administrator,Data Engineering,Entry (0-2 yrs),Master's,Canada,North America,CAD,Large (1001-10000),Technology,Freelance,Remote,70800,3600,0,74400,3.3,1,Azure; R,Significant,Male,70800,Junior,1.0,1.0,10,1,1.0,Azure,7,Cloud
142,2024,Machine Learning Engineer,Machine Learning,Mid (3-5 yrs),Master's,Netherlands,Europe,EUR,Enterprise (10000+),Technology,Full-time,Remote,216000,12800,0,228800,4.2,0,dbt; AWS; Python; GCP; Kubernetes,,Male,216000,Mid,2.0,2.0,9,1,1.0,dbt,6,Database
143,2022,Software Engineer,Software Engineering,Senior (6-10 yrs),PhD,United States,North America,USD,Large (1001-10000),Automotive,Full-time,Remote,276200,33900,46200,356300,4.1,2,Power BI; Azure; Rust,Significant,Male,276200,Senior,3.0,3.0,5,1,1.0,Power BI,4,Data
144,2022,Backend Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,Israel,Asia,ILS,Small (51-200),Consulting,Full-time,Hybrid,108000,9600,0,117600,3.5,3,SQL; Hadoop,Partial,Male,108000,Mid,2.0,2.0,13,2,1.0,SQL,9,Database
145,2020,Data Scientist,Data Science,Entry (0-2 yrs),Bachelor's,Australia,Oceania,AUD,Enterprise (10000+),E-Commerce & Retail,Part-time,On-site,38600,600,0,39200,3.5,0,Go; JavaScript,AI-First,Female,38600,Junior,1.0,1.0,2,3,2.0,Go,20,Backend
146,2023,Business Intelligence Analyst,Data Science,Entry (0-2 yrs),Master's,United States,North America,USD,Enterprise (10000+),Media & Entertainment,Freelance,Remote,80700,8900,28800,118400,3.6,1,Tableau; Scala; LangChain,Significant,Female,80700,Junior,1.0,1.0,5,1,2.0,Tableau,3,Data
147,2025,Software Engineer,Software Engineering,Mid (3-5 yrs),PhD,United States,North America,USD,Enterprise (10000+),Finance & Banking,Contract,Remote,366500,11800,37600,415900,4.2,3,Azure; Kafka,AI-First,Male,366500,Mid,2.0,2.0,5,1,1.0,Azure,7,Cloud
148,2022,Data Analyst,Data Science,Senior (6-10 yrs),Master's,United Kingdom,Europe,GBP,Enterprise (10000+),Finance & Banking,Full-time,Remote,142200,22100,0,164300,4.5,1,Go; Spark; GCP; Hadoop; Kubernetes,Experimenting,Male,142200,Senior,3.0,3.0,6,1,1.0,Go,20,Backend
149,2022,Analytics Engineer,Data Engineering,Senior (6-10 yrs),Bachelor's,India,Asia,INR,Large (1001-10000),Technology,Full-time,Hybrid,45200,2300,0,47500,2.3,1,Spark; Java; SQL; Python,AI-First,Male,45200,Senior,3.0,3.0,3,2,1.0,Spark,14,Data
150,2024,Data Engineer,Data Engineering,Entry (0-2 yrs),Master's,United States,North America,USD,Medium (201-1000),E-Commerce & Retail,Full-time,Remote,127000,7300,33500,167800,5.0,0,Hadoop; Python; TensorFlow; Kubernetes,Partial,Male,127000,Junior,1.0,1.0,5,1,1.0,Hadoop,5,Data
151,2025,Computer Vision Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,India,Asia,INR,Medium (201-1000),Technology,Full-time,Hybrid,36800,2700,0,39500,3.3,0,TensorFlow; AWS; Hugging Face; SQL; Spark,Experimenting,Male,36800,Junior,1.0,1.0,3,2,1.0,TensorFlow,25,AI/ML
152,2023,Prompt Engineer,Machine Learning,Mid (3-5 yrs),Master's,India,Asia,INR,Startup (1-50),Technology,Full-time,On-site,34700,4300,0,39000,3.8,1,PyTorch; Kubernetes; OpenCV; Excel; Power BI,Experimenting,Male,34700,Mid,2.0,2.0,3,3,1.0,PyTorch,19,AI/ML
153,2025,NLP Engineer,Machine Learning,Entry (0-2 yrs),Master's,Germany,Europe,EUR,Medium (201-1000),Finance & Banking,Part-time,Hybrid,64700,3500,0,68200,3.1,0,Hadoop; Rust; OpenCV; Hugging Face,Partial,Male,64700,Junior,1.0,1.0,7,2,1.0,Hadoop,5,Data
154,2023,AI Product Manager,Management,Entry (0-2 yrs),Master's,Poland,Europe,PLN,Large (1001-10000),Technology,Full-time,On-site,67900,3500,0,71400,3.7,2,OpenCV; Hugging Face,Significant,Female,67900,Junior,1.0,1.0,14,3,2.0,OpenCV,8,AI/ML
155,2021,Software Engineer,Software Engineering,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Automotive,Full-time,On-site,190800,18100,0,208900,4.1,0,GCP; R; Hugging Face; Spark; Airflow,AI-First,Male,190800,Senior,3.0,3.0,5,3,1.0,GCP,12,Cloud
156,2023,Data Analyst,Data Science,Mid (3-5 yrs),Master's,United States,North America,USD,Large (1001-10000),Technology,Full-time,Remote,128000,1200,0,129200,2.7,1,Hugging Face; Kubernetes; Java; Python,Experimenting,Male,128000,Mid,2.0,2.0,5,1,1.0,Hugging Face,10,AI/ML
157,2024,Engineering Manager,Management,Senior (6-10 yrs),Master's,India,Asia,INR,Medium (201-1000),Finance & Banking,Full-time,Hybrid,80200,10000,13700,103900,3.1,0,AWS; Java,Partial,Non-binary,80200,Senior,3.0,3.0,3,2,3.0,AWS,18,Cloud
158,2020,Database Administrator,Data Engineering,Mid (3-5 yrs),Master's,United States,North America,USD,Medium (201-1000),Technology,Full-time,Hybrid,157400,800,0,158200,3.4,0,SQL; TensorFlow; R; Hugging Face,Significant,Male,157400,Mid,2.0,2.0,5,2,1.0,SQL,9,Database
159,2022,Data Engineer,Data Engineering,Entry (0-2 yrs),Bachelor's,Australia,Oceania,AUD,Enterprise (10000+),Technology,Full-time,Remote,74200,3500,0,77700,3.3,2,Hugging Face; Hadoop; Excel,Experimenting,Female,74200,Junior,1.0,1.0,2,1,2.0,Hugging Face,10,AI/ML
160,2022,Data Scientist,Data Science,Lead (11-15 yrs),High School,France,Europe,EUR,Medium (201-1000),Finance & Banking,Full-time,Remote,165000,9800,0,174800,4.2,8,Tableau; Java,Significant,Male,165000,Lead,4.0,4.0,1,1,1.0,Tableau,3,Data
161,2022,NLP Engineer,Machine Learning,Mid (3-5 yrs),Master's,Germany,Europe,EUR,Enterprise (10000+),Healthcare & Pharma,Full-time,Hybrid,162300,900,0,163200,5.0,0,Spark; Docker; Power BI; C++,Significant,Female,162300,Mid,2.0,2.0,7,2,2.0,Spark,14,Data
162,2022,Prompt Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,India,Asia,INR,Medium (201-1000),Technology,Full-time,Remote,45400,3100,0,48500,4.0,5,Tableau; Hadoop; Kubernetes,Experimenting,Female,45400,Senior,3.0,3.0,3,1,2.0,Tableau,3,Data
163,2024,Generative AI Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,South Korea,Asia,KRW,Small (51-200),Technology,Full-time,On-site,66700,1900,0,68600,3.0,2,AWS; Scala,Experimenting,Male,66700,Junior,1.0,1.0,16,3,1.0,AWS,18,Cloud
164,2023,Generative AI Engineer,Machine Learning,Senior (6-10 yrs),Master's,Canada,North America,CAD,Medium (201-1000),Energy & Utilities,Full-time,Remote,193800,30100,0,223900,2.3,1,R; Rust; Go; GCP,Partial,Female,193800,Senior,3.0,3.0,10,1,2.0,R,16,Otra
165,2023,Analytics Engineer,Data Engineering,Mid (3-5 yrs),Master's,Netherlands,Europe,EUR,Startup (1-50),Technology,Full-time,Hybrid,128700,0,0,128700,3.3,4,LangChain; Kafka,Partial,Male,128700,Mid,2.0,2.0,9,2,1.0,LangChain,21,AI/ML
166,2022,Database Administrator,Data Engineering,Senior (6-10 yrs),Master's,Japan,Asia,JPY,Small (51-200),Insurance,Contract,Hybrid,101400,9500,14700,125600,4.0,2,LangChain; Hugging Face,Experimenting,Female,101400,Senior,3.0,3.0,8,2,2.0,LangChain,21,AI/ML
167,2023,Backend Developer,Software Engineering,Senior (6-10 yrs),Master's,Brazil,South America,BRL,Medium (201-1000),E-Commerce & Retail,Contract,Hybrid,57900,5600,0,63500,3.6,2,Power BI; GCP; C++; PyTorch,AI-First,Male,57900,Senior,3.0,3.0,4,2,1.0,Power BI,4,Data
168,2023,Product Manager (Tech),Management,Senior (6-10 yrs),Master's,Spain,Europe,EUR,Startup (1-50),Government & Defense,Part-time,On-site,50900,6600,0,57500,2.5,0,Airflow; Scala; Go,Experimenting,Male,50900,Senior,3.0,3.0,17,3,1.0,Airflow,22,DevOps
169,2021,Robotics Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,United Kingdom,Europe,GBP,Large (1001-10000),E-Commerce & Retail,Contract,Remote,82800,3700,0,86500,3.7,0,Azure; Kafka; Rust; Airflow; Spark,Partial,Male,82800,Junior,1.0,1.0,6,1,1.0,Azure,7,Cloud
170,2023,Analytics Engineer,Data Engineering,Entry (0-2 yrs),Master's,Japan,Asia,JPY,Enterprise (10000+),E-Commerce & Retail,Contract,On-site,66000,2700,0,68700,2.8,2,OpenCV; JavaScript; AWS; Rust; PyTorch,Significant,Male,66000,Junior,1.0,1.0,8,3,1.0,OpenCV,8,AI/ML
171,2023,AI Product Manager,Management,Senior (6-10 yrs),Bachelor's,Brazil,South America,BRL,Enterprise (10000+),Telecommunications,Contract,Hybrid,88900,9800,16800,115500,2.7,0,Docker; Python; Kubernetes,Experimenting,Female,88900,Senior,3.0,3.0,4,2,2.0,Docker,11,Cloud
172,2021,Generative AI Engineer,Machine Learning,Lead (11-15 yrs),Bachelor's,United Kingdom,Europe,GBP,Enterprise (10000+),Technology,Full-time,Remote,318200,10600,0,328800,4.9,5,Hadoop; Excel,Partial,Female,318200,Lead,4.0,4.0,6,1,2.0,Hadoop,5,Data
173,2021,Generative AI Engineer,Machine Learning,Entry (0-2 yrs),Master's,United States,North America,USD,Small (51-200),Technology,Full-time,Remote,120400,11100,17000,148500,4.5,0,OpenCV; Java; Kubernetes; Airflow,Experimenting,Male,120400,Junior,1.0,1.0,5,1,1.0,OpenCV,8,AI/ML
