id,survey_year,job_title,job_category,experience_level,education_level,country,continent,currency,company_size,industry,employment_type,work_setting,base_salary_usd,annual_bonus_usd,stock_grant_usd,total_compensation_usd,job_satisfaction,years_at_company,primary_skills,ai_adoption_level,gender
120,2024,Analytics Engineer,Data Engineering,Mid (3-5 yrs),Bachelor's,Singapore,Asia,SGD,Small (51-200),Consulting,Full-time,Remote,105400,2500,9700,117600,3.1,5,OpenCV; GCP; Rust,AI-First,Female
121,2021,Prompt Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,France,Europe,EUR,Startup (1-50),Education & Research,Full-time,Remote,70700,6000,23100,99800,2.9,1,Java; dbt; LangChain; Scala; Python,AI-First,Prefer not to say
122,2021,Generative AI Engineer,Machine Learning,Lead (11-15 yrs),PhD,South Korea,Asia,KRW,Medium (201-1000),Technology,Full-time,Remote,217000,34900,0,251900,4.2,1,Excel; Tableau,Experimenting,Female
123,2025,Machine Learning Engineer,Machine Learning,Entry (0-2 yrs),PhD,Saudi Arabia,Asia,SAR,Enterprise (10000+),Technology,Full-time,On-site,123100,2900,0,126000,4.1,2,R; Python; TensorFlow; Tableau,Significant,Non-binary
124,2022,Cloud Architect,Software Engineering,Mid (3-5 yrs),PhD,Spain,Europe,EUR,Medium (201-1000),Education & Research,Full-time,Hybrid,82700,0,7100,89800,3.5,0,Kafka; Docker; Excel,Experimenting,Male
125,2024,Software Engineer,Software Engineering,Senior (6-10 yrs),PhD,India,Asia,INR,Small (51-200),Energy & Utilities,Full-time,On-site,48500,3900,5600,58000,2.7,5,C++; Scala,Partial,Non-binary
126,2020,Frontend Developer,Software Engineering,Senior (6-10 yrs),Master's,United States,North America,USD,Enterprise (10000+),Finance & Banking,Full-time,Remote,214100,21800,0,235900,3.4,1,dbt; Java,Partial,Male
127,2024,Quantitative Analyst,Data Science,Senior (6-10 yrs),Bachelor's,Netherlands,Europe,EUR,Large (1001-10000),Education & Research,Part-time,Remote,98700,9500,0,108200,3.7,0,Kafka; Power BI; Spark; Kubernetes; Airflow,Partial,Male
128,2023,Robotics Engineer,Machine Learning,Senior (6-10 yrs),Master's,Japan,Asia,JPY,Large (1001-10000),E-Commerce & Retail,Full-time,Hybrid,150800,18100,0,168900,3.1,6,R; OpenCV,Partial,Male
129,2023,AI Research Scientist,Machine Learning,Lead (11-15 yrs),Master's,United States,North America,USD,Medium (201-1000),Consulting,Freelance,Remote,528600,87100,0,615700,4.4,0,Docker; Scala,Partial,Male
130,2020,Cloud Architect,Software Engineering,Mid (3-5 yrs),High School,Australia,Oceania,AUD,Startup (1-50),Technology,Full-time,Remote,93600,1800,21300,116700,2.3,0,GCP; R,AI-First,Male
131,2025,Machine Learning Engineer,Machine Learning,Entry (0-2 yrs),Master's,United States,North America,USD,Startup (1-50),E-Commerce & Retail,Full-time,On-site,107300,1500,0,108800,3.7,0,Hadoop; SQL; dbt; GCP; Scala,Significant,Male
132,2021,Engineering Manager,Management,Entry (0-2 yrs),Master's,United Kingdom,Europe,GBP,Enterprise (10000+),Energy & Utilities,Full-time,On-site,101600,16400,0,118000,2.3,0,GCP; Hadoop; OpenCV; Go; Docker,Partial,Male
133,2025,Database Administrator,Data Engineering,Entry (0-2 yrs),PhD,Netherlands,Europe,EUR,Large (1001-10000),E-Commerce & Retail,Full-time,Hybrid,69100,2400,5000,76500,2.8,2,Docker; Power BI,Significant,Female
134,2021,Machine Learning Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,Germany,Europe,EUR,Small (51-200),Media & Entertainment,Full-time,Hybrid,104000,7400,0,111400,4.4,1,Tableau; Power BI; LangChain; dbt,Significant,Male
135,2025,Robotics Engineer,Machine Learning,Mid (3-5 yrs),Master's,Canada,North America,CAD,Small (51-200),E-Commerce & Retail,Full-time,Hybrid,97800,900,0,98700,3.3,0,R; Spark; Excel; dbt; Hadoop,Significant,Male
136,2022,AI Research Scientist,Machine Learning,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Technology,Full-time,Hybrid,141300,7600,0,148900,3.4,2,GCP; Kubernetes,AI-First,Male
137,2021,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Finance & Banking,Contract,Remote,170200,9300,55900,235400,3.4,0,dbt; Power BI; R; SQL; JavaScript,Significant,Male
138,2024,NLP Engineer,Machine Learning,Lead (11-15 yrs),High School,Germany,Europe,EUR,Medium (201-1000),Government & Defense,Part-time,On-site,81000,9900,18900,109800,3.8,1,Go; Airflow; Power BI; JavaScript; Hadoop,AI-First,Male
139,2024,Frontend Developer,Software Engineering,Senior (6-10 yrs),PhD,Germany,Europe,EUR,Medium (201-1000),Finance & Banking,Contract,Remote,192400,26500,0,218900,3.7,1,JavaScript; Spark; PyTorch; Kubernetes,None,Female
140,2024,Data Scientist,Data Science,Lead (11-15 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Finance & Banking,Full-time,Remote,375500,9500,0,385000,3.6,3,GCP; Excel; dbt; PyTorch; Rust,Significant,Male
141,2024,Database Administrator,Data Engineering,Entry (0-2 yrs),Master's,Canada,North America,CAD,Large (1001-10000),Technology,Freelance,Remote,70800,3600,0,74400,3.3,1,Azure; R,Significant,Male
142,2024,Machine Learning Engineer,Machine Learning,Mid (3-5 yrs),Master's,Netherlands,Europe,EUR,Enterprise (10000+),Technology,Full-time,Remote,216000,12800,0,228800,4.2,0,dbt; AWS; Python; GCP; Kubernetes,None,Male
143,2022,Software Engineer,Software Engineering,Senior (6-10 yrs),PhD,United States,North America,USD,Large (1001-10000),Automotive,Full-time,Remote,276200,33900,46200,356300,4.1,2,Power BI; Azure; Rust,Significant,Male
144,2022,Backend Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,Israel,Asia,ILS,Small (51-200),Consulting,Full-time,Hybrid,108000,9600,0,117600,3.5,3,SQL; Hadoop,Partial,Male
145,2020,Data Scientist,Data Science,Entry (0-2 yrs),Bachelor's,Australia,Oceania,AUD,Enterprise (10000+),E-Commerce & Retail,Part-time,On-site,38600,600,0,39200,3.5,0,Go; JavaScript,AI-First,Female
146,2023,Business Intelligence Analyst,Data Science,Entry (0-2 yrs),Master's,United States,North America,USD,Enterprise (10000+),Media & Entertainment,Freelance,Remote,80700,8900,28800,118400,3.6,1,Tableau; Scala; LangChain,Significant,Female
147,2025,Software Engineer,Software Engineering,Mid (3-5 yrs),PhD,United States,North America,USD,Enterprise (10000+),Finance & Banking,Contract,Remote,366500,11800,37600,415900,4.2,3,Azure; Kafka,AI-First,Male
148,2022,Data Analyst,Data Science,Senior (6-10 yrs),Master's,United Kingdom,Europe,GBP,Enterprise (10000+),Finance & Banking,Full-time,Remote,142200,22100,0,164300,4.5,1,Go; Spark; GCP; Hadoop; Kubernetes,Experimenting,Male
149,2022,Analytics Engineer,Data Engineering,Senior (6-10 yrs),Bachelor's,India,Asia,INR,Large (1001-10000),Technology,Full-time,Hybrid,45200,2300,0,47500,2.3,1,Spark; Java; SQL; Python,AI-First,Male
150,2024,Data Engineer,Data Engineering,Entry (0-2 yrs),Master's,United States,North America,USD,Medium (201-1000),E-Commerce & Retail,Full-time,Remote,127000,7300,33500,167800,5.0,0,Hadoop; Python; TensorFlow; Kubernetes,Partial,Male
151,2025,Computer Vision Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,India,Asia,INR,Medium (201-1000),Technology,Full-time,Hybrid,36800,2700,0,39500,3.3,0,TensorFlow; AWS; Hugging Face; SQL; Spark,Experimenting,Male
152,2023,Prompt Engineer,Machine Learning,Mid (3-5 yrs),Master's,India,Asia,INR,Startup (1-50),Technology,Full-time,On-site,34700,4300,0,39000,3.8,1,PyTorch; Kubernetes; OpenCV; Excel; Power BI,Experimenting,Male
153,2025,NLP Engineer,Machine Learning,Entry (0-2 yrs),Master's,Germany,Europe,EUR,Medium (201-1000),Finance & Banking,Part-time,Hybrid,64700,3500,0,68200,3.1,0,Hadoop; Rust; OpenCV; Hugging Face,Partial,Male
154,2023,AI Product Manager,Management,Entry (0-2 yrs),Master's,Poland,Europe,PLN,Large (1001-10000),Technology,Full-time,On-site,67900,3500,0,71400,3.7,2,OpenCV; Hugging Face,Significant,Female
155,2021,Software Engineer,Software Engineering,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Automotive,Full-time,On-site,190800,18100,0,208900,4.1,0,GCP; R; Hugging Face; Spark; Airflow,AI-First,Male
156,2023,Data Analyst,Data Science,Mid (3-5 yrs),Master's,United States,North America,USD,Large (1001-10000),Technology,Full-time,Remote,128000,1200,0,129200,2.7,1,Hugging Face; Kubernetes; Java; Python,Experimenting,Male
157,2024,Engineering Manager,Management,Senior (6-10 yrs),Master's,India,Asia,INR,Medium (201-1000),Finance & Banking,Full-time,Hybrid,80200,10000,13700,103900,3.1,0,AWS; Java,Partial,Non-binary
158,2020,Database Administrator,Data Engineering,Mid (3-5 yrs),Master's,United States,North America,USD,Medium (201-1000),Technology,Full-time,Hybrid,157400,800,0,158200,3.4,0,SQL; TensorFlow; R; Hugging Face,Significant,Male
159,2022,Data Engineer,Data Engineering,Entry (0-2 yrs),Bachelor's,Australia,Oceania,AUD,Enterprise (10000+),Technology,Full-time,Remote,74200,3500,0,77700,3.3,2,Hugging Face; Hadoop; Excel,Experimenting,Female
160,2022,Data Scientist,Data Science,Lead (11-15 yrs),High School,France,Europe,EUR,Medium (201-1000),Finance & Banking,Full-time,Remote,165000,9800,0,174800,4.2,8,Tableau; Java,Significant,Male
161,2022,NLP Engineer,Machine Learning,Mid (3-5 yrs),Master's,Germany,Europe,EUR,Enterprise (10000+),Healthcare & Pharma,Full-time,Hybrid,162300,900,0,163200,5.0,0,Spark; Docker; Power BI; C++,Significant,Female
162,2022,Prompt Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,India,Asia,INR,Medium (201-1000),Technology,Full-time,Remote,45400,3100,0,48500,4.0,5,Tableau; Hadoop; Kubernetes,Experimenting,Female
163,2024,Generative AI Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,South Korea,Asia,KRW,Small (51-200),Technology,Full-time,On-site,66700,1900,0,68600,3.0,2,AWS; Scala,Experimenting,Male
164,2023,Generative AI Engineer,Machine Learning,Senior (6-10 yrs),Master's,Canada,North America,CAD,Medium (201-1000),Energy & Utilities,Full-time,Remote,193800,30100,0,223900,2.3,1,R; Rust; Go; GCP,Partial,Female
165,2023,Analytics Engineer,Data Engineering,Mid (3-5 yrs),Master's,Netherlands,Europe,EUR,Startup (1-50),Technology,Full-time,Hybrid,128700,0,0,128700,3.3,4,LangChain; Kafka,Partial,Male
166,2022,Database Administrator,Data Engineering,Senior (6-10 yrs),Master's,Japan,Asia,JPY,Small (51-200),Insurance,Contract,Hybrid,101400,9500,14700,125600,4.0,2,LangChain; Hugging Face,Experimenting,Female
167,2023,Backend Developer,Software Engineering,Senior (6-10 yrs),Master's,Brazil,South America,BRL,Medium (201-1000),E-Commerce & Retail,Contract,Hybrid,57900,5600,0,63500,3.6,2,Power BI; GCP; C++; PyTorch,AI-First,Male
168,2023,Product Manager (Tech),Management,Senior (6-10 yrs),Master's,Spain,Europe,EUR,Startup (1-50),Government & Defense,Part-time,On-site,50900,6600,0,57500,2.5,0,Airflow; Scala; Go,Experimenting,Male
169,2021,Robotics Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,United Kingdom,Europe,GBP,Large (1001-10000),E-Commerce & Retail,Contract,Remote,82800,3700,0,86500,3.7,0,Azure; Kafka; Rust; Airflow; Spark,Partial,Male
170,2023,Analytics Engineer,Data Engineering,Entry (0-2 yrs),Master's,Japan,Asia,JPY,Enterprise (10000+),E-Commerce & Retail,Contract,On-site,66000,2700,0,68700,2.8,2,OpenCV; JavaScript; AWS; Rust; PyTorch,Significant,Male
171,2023,AI Product Manager,Management,Senior (6-10 yrs),Bachelor's,Brazil,South America,BRL,Enterprise (10000+),Telecommunications,Contract,Hybrid,88900,9800,16800,115500,2.7,0,Docker; Python; Kubernetes,Experimenting,Female
172,2021,Generative AI Engineer,Machine Learning,Lead (11-15 yrs),Bachelor's,United Kingdom,Europe,GBP,Enterprise (10000+),Technology,Full-time,Remote,318200,10600,0,328800,4.9,5,Hadoop; Excel,Partial,Female
173,2021,Generative AI Engineer,Machine Learning,Entry (0-2 yrs),Master's,United States,North America,USD,Small (51-200),Technology,Full-time,Remote,120400,11100,17000,148500,4.5,0,OpenCV; Java; Kubernetes; Airflow,Experimenting,Male
174,2022,Database Administrator,Data Engineering,Entry (0-2 yrs),Master's,Singapore,Asia,SGD,Medium (201-1000),Technology,Freelance,On-site,64200,0,0,64200,4.1,2,SQL; Azure; Tableau,None,Female
175,2023,Database Administrator,Data Engineering,Senior (6-10 yrs),Master's,United States,North America,USD,Enterprise (10000+),E-Commerce & Retail,Freelance,Remote,167200,13100,63900,244200,3.5,5,Tableau; Kafka,Partial,Prefer not to say
176,2022,AI Research Scientist,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Small (51-200),E-Commerce & Retail,Freelance,Remote,272200,37800,89800,399800,3.8,1,JavaScript; Azure; Power BI; Kafka,Partial,Female
177,2024,Computer Vision Engineer,Machine Learning,Entry (0-2 yrs),Master's,Canada,North America,CAD,Medium (201-1000),E-Commerce & Retail,Part-time,On-site,64500,5000,0,69500,2.6,2,Hadoop; OpenCV; Tableau,Partial,Male
178,2021,Cybersecurity Analyst,Cybersecurity,Senior (6-10 yrs),Bachelor's,Israel,Asia,ILS,Startup (1-50),Technology,Full-time,Remote,122000,12300,0,134300,4.1,0,Excel; Airflow; Azure; LangChain,Partial,Female
179,2020,Engineering Manager,Management,Entry (0-2 yrs),PhD,Canada,North America,CAD,Startup (1-50),Technology,Full-time,On-site,85700,6200,20900,112800,3.6,0,TensorFlow; Airflow,Partial,Non-binary
180,2021,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),E-Commerce & Retail,Full-time,Hybrid,154800,17800,43800,216400,4.4,0,Airflow; Python; C++,Partial,Male
181,2023,Database Administrator,Data Engineering,Mid (3-5 yrs),Master's,United States,North America,USD,Large (1001-10000),Media & Entertainment,Freelance,Remote,137500,11300,25300,174100,3.3,0,Rust; Azure; SQL; Airflow; Tableau,Significant,Male
182,2023,Machine Learning Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,Canada,North America,CAD,Medium (201-1000),Technology,Full-time,Hybrid,193100,16600,50400,260100,3.8,0,R; Python,Experimenting,Male
183,2022,AI Research Scientist,Machine Learning,Executive (16+ yrs),Master's,United States,North America,USD,Startup (1-50),Automotive,Full-time,Hybrid,317600,21600,55400,394600,3.1,2,Rust; OpenCV; SQL; Tableau,Partial,Male
184,2025,MLOps Engineer,Machine Learning,Mid (3-5 yrs),PhD,United States,North America,USD,Startup (1-50),Finance & Banking,Contract,Hybrid,271800,36200,102700,410700,3.3,3,GCP; Docker,None,Male
185,2023,Software Engineer,Software Engineering,Mid (3-5 yrs),PhD,France,Europe,EUR,Medium (201-1000),Government & Defense,Full-time,Hybrid,121900,0,0,121900,3.5,2,Scala; Python; Kubernetes,None,Male
186,2023,Quantitative Analyst,Data Science,Executive (16+ yrs),PhD,Brazil,South America,BRL,Startup (1-50),Consulting,Full-time,Hybrid,119400,17400,10400,147200,3.2,0,Kubernetes; AWS; R,AI-First,Male
187,2022,Machine Learning Engineer,Machine Learning,Lead (11-15 yrs),Bachelor's,South Korea,Asia,KRW,Medium (201-1000),Consulting,Full-time,On-site,158600,27100,46100,231800,2.5,4,Excel; OpenCV; Hadoop,None,Male
188,2022,AI Research Scientist,Machine Learning,Mid (3-5 yrs),Master's,United States,North America,USD,Medium (201-1000),Automotive,Full-time,Hybrid,203600,15300,29600,248500,4.1,2,JavaScript; Scala,Significant,Male
189,2021,MLOps Engineer,Machine Learning,Mid (3-5 yrs),Master's,Germany,Europe,EUR,Startup (1-50),Finance & Banking,Full-time,Remote,109800,4400,0,114200,3.7,0,C++; Hugging Face,Significant,Female
190,2024,Machine Learning Engineer,Machine Learning,Lead (11-15 yrs),PhD,United States,North America,USD,Startup (1-50),Consulting,Full-time,Remote,355500,50700,108900,515100,3.9,4,Python; Hadoop; Docker,Partial,Male
191,2020,Data Engineer,Data Engineering,Entry (0-2 yrs),PhD,Singapore,Asia,SGD,Startup (1-50),Energy & Utilities,Contract,Remote,94500,8700,32800,136000,3.4,0,Tableau; Rust,AI-First,Male
192,2025,NLP Engineer,Machine Learning,Mid (3-5 yrs),Master's,Saudi Arabia,Asia,SAR,Startup (1-50),Education & Research,Full-time,Remote,74200,6100,4600,84900,3.5,2,Tableau; Kubernetes; OpenCV,Significant,Male
193,2022,DevOps Engineer,Software Engineering,Mid (3-5 yrs),PhD,United States,North America,USD,Small (51-200),Technology,Full-time,Remote,191900,8000,74800,274700,3.7,4,AWS; Kubernetes; GCP; R,Experimenting,Male
194,2022,Generative AI Engineer,Machine Learning,Mid (3-5 yrs),Master's,UAE,Asia,AED,Large (1001-10000),Automotive,Contract,On-site,184800,5800,0,190600,3.8,4,Spark; Tableau; Azure; PyTorch; Hadoop,Experimenting,Male
195,2023,Data Scientist,Data Science,Senior (6-10 yrs),Master's,UAE,Asia,AED,Startup (1-50),Insurance,Part-time,On-site,74900,6100,0,81000,2.9,0,Go; dbt,Experimenting,Male
196,2024,Database Administrator,Data Engineering,Executive (16+ yrs),Master's,United States,North America,USD,Small (51-200),Energy & Utilities,Contract,Remote,270600,15800,0,286400,4.6,3,Go; Tableau; PyTorch,Significant,Female
197,2025,Data Scientist,Data Science,Mid (3-5 yrs),PhD,Australia,Oceania,AUD,Large (1001-10000),Technology,Contract,Hybrid,207500,6700,0,214200,4.4,0,C++; AWS; R; SQL,None,Male
198,2020,Cybersecurity Analyst,Cybersecurity,Lead (11-15 yrs),Master's,United States,North America,USD,Small (51-200),Technology,Contract,On-site,242200,32600,64300,339100,3.6,0,Scala; Tableau,Significant,Male
199,2020,Product Manager (Tech),Management,Executive (16+ yrs),Master's,Brazil,South America,BRL,Medium (201-1000),Education & Research,Full-time,Remote,80400,8200,26500,115100,3.2,1,Kafka; Kubernetes; Hugging Face,Significant,Male
200,2022,Quantitative Analyst,Data Science,Senior (6-10 yrs),Bachelor's,Sweden,Europe,SEK,Enterprise (10000+),Automotive,Full-time,Hybrid,248600,34000,98100,380700,3.8,3,Scala; C++; Kafka; Python,AI-First,Non-binary
201,2022,Analytics Engineer,Data Engineering,Entry (0-2 yrs),PhD,Sweden,Europe,SEK,Large (1001-10000),Education & Research,Full-time,Remote,54000,0,0,54000,2.9,0,PyTorch; Kafka; SQL,Experimenting,Prefer not to say
202,2021,Data Analyst,Data Science,Senior (6-10 yrs),High School,Japan,Asia,JPY,Large (1001-10000),Finance & Banking,Full-time,Remote,85200,3900,0,89100,3.0,0,Kafka; Python,None,Male
203,2022,MLOps Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,UAE,Asia,AED,Medium (201-1000),Healthcare & Pharma,Contract,Hybrid,98700,200,0,98900,2.6,5,C++; Docker; SQL,Significant,Male
204,2020,Business Intelligence Analyst,Data Science,Entry (0-2 yrs),Master's,Israel,Asia,ILS,Small (51-200),Finance & Banking,Freelance,Hybrid,70100,6300,26700,103100,3.1,1,Airflow; Python; Kubernetes; Excel; C++,Significant,Male
205,2020,Full Stack Developer,Software Engineering,Entry (0-2 yrs),Master's,United States,North America,USD,Large (1001-10000),Consulting,Full-time,Remote,88500,5800,35100,129400,4.1,1,Hadoop; Tableau,Partial,Male
206,2020,Data Scientist,Data Science,Mid (3-5 yrs),Bachelor's,Germany,Europe,EUR,Large (1001-10000),E-Commerce & Retail,Full-time,Remote,114200,2800,14500,131500,3.4,0,AWS; Java,Partial,Male
207,2023,Robotics Engineer,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Medium (201-1000),Finance & Banking,Full-time,Remote,258700,38200,0,296900,4.7,2,Go; OpenCV; Rust; Tableau,None,Female
208,2024,Data Analyst,Data Science,Senior (6-10 yrs),Bachelor's,India,Asia,INR,Medium (201-1000),Telecommunications,Full-time,Remote,27300,3100,0,30400,3.3,0,Tableau; Go; AWS; TensorFlow; SQL,Partial,Female
209,2020,AI Product Manager,Management,Senior (6-10 yrs),Bachelor's,Saudi Arabia,Asia,SAR,Large (1001-10000),E-Commerce & Retail,Full-time,On-site,145600,5700,0,151300,4.4,0,Hugging Face; JavaScript; Scala,None,Male
